L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100286,386 Example St,San Francisco,5,2,450000,"Beautiful condo with open floor plan.
    Located gated community.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with open floor plan. Located gated community. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100287,387 Example St,San Francisco,1,2,750000,"Beautiful condo with hardwood floors.
    Located quiet neighborhood.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located quiet neighborhood. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100288,388 Example St,San Francisco,4,4,950000,"Beautiful duplex with granite countertops.
    Located near downtown.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located near downtown. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100289,389 Example St,San Jose,1,4,450000,"Beautiful condo with hardwood floors.
    Located near public transportation.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located near public transportation. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100290,390 Example St,San Diego,2,3,750000,"Beautiful condo with walk-in closet.
    Located gated community.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located gated community. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100291,391 Example St,San Francisco,1,3,550000,"Beautiful duplex with vaulted ceilings.
    Located quiet neighborhood.
    Property is fully renovated and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located quiet neighborhood. Property is fully renovated and includes community pool. Priced to sell with strong investment potential.
100292,392 Example St,San Jose,5,3,850000,"Beautiful single family home with walk-in closet.
    Located minutes from shopping.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located minutes from shopping. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100293,393 Example St,San Francisco,2,4,750000,"Beautiful duplex with walk-in closet.
    Located minutes from shopping.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful duplex with walk-in closet. Located minutes from shopping. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100294,394 Example St,San Jose,5,4,650000,"Beautiful investment property with smart home system.
    Located near public transportation.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located near public transportation. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100295,395 Example St,Los Angeles,1,4,550000,"Beautiful condo with granite countertops.
    Located near public transportation.
    Property is fully renovated and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located near public transportation. Property is fully renovated and includes low home owners association fees. Priced to sell with strong investment potential.
